username,time,tweet
CrownUncrowned,2018-06-22 20:03:47,This is the stance @Mamoru_SSBpic.twitter.com/ChxNkyvwcB
CrownUncrowned,2018-06-14 10:08:03,Can we talk about how Daisy Ridley is a potential doubles team in SSBU?pic.twitter.com/Z6Bp1Hridk
CrownUncrowned,2018-06-12 22:05:25,pic.twitter.com/tbWcvhrgRR
CrownUncrowned,2018-06-12 12:54:50,Toldja. https://twitter.com/ign/status/1006579696237236225 ...
CrownUncrowned,2018-06-11 18:33:47,Hope they have a more melee style sheik in the new smash. Hated her smash4 version.
CrownUncrowned,2018-06-08 10:30:39,pic.twitter.com/FPFH1MNG7y
CrownUncrowned,2018-06-08 09:12:20,If you shield vs Samus ur a bitch
CrownUncrowned,2018-06-04 01:41:56,You are trash at literally every other game than melee singles - cant get out of pools in smash 4 cant even do well in PM and even in melee doubles you suck.Id fucking love to see you try to play fox.
CrownUncrowned,2018-06-02 14:24:56,Megavitamins
CrownUncrowned,2018-06-02 14:25:20,Dr. Tornado again
CrownUncrowned,2018-06-01 23:41:19,Dr. Tornado
CrownUncrowned,2018-05-28 22:26:16,Had an enlightening conversation with @SSB_JiN about top tiers in Smash. Can't wait to see who's broken in Smash 5 
CrownUncrowned,2018-05-25 23:41:01,I hope Smash 5 has tripping. I'm tired of all this braindead dash spam.
CrownUncrowned,2018-05-24 14:03:30,This is the only version of this meme that matterspic.twitter.com/oNIHCy06qk
CrownUncrowned,2018-05-21 18:00:11,Getting triggered by tauntspic.twitter.com/NWB1LcEZ0e
CrownUncrowned,2018-05-21 15:13:04,Lift yourself by Kanye west https://twitter.com/IcyMist_/status/998640578580615170 ...
CrownUncrowned,2018-05-11 16:39:14,pic.twitter.com/aqq9Mq3HdG
CrownUncrowned,2018-05-11 15:50:03,Booty 
CrownUncrowned,2018-05-10 07:53:09,Why can't my body function on 3 hours of sleep... Pathetic vessel...
CrownUncrowned,2018-05-05 18:10:43,
CrownUncrowned,2018-05-05 18:10:30,What if Helmet isn't real and I'm actually a Rosalina player that never shows up to anything
CrownUncrowned,2018-05-05 18:05:15,What if I actually had tech skill 
CrownUncrowned,2018-05-05 15:35:33,Rosalina mains are sadists
CrownUncrowned,2018-05-04 07:56:46,WHOOOO!? I only know TD | Helmet! The GOD! And the second best Samus in the 6ix. They beat my Mii Gunner that one time. I think.
CrownUncrowned,2018-04-24 21:55:29,DLC is bannedpic.twitter.com/PXD5dMHfRV
CrownUncrowned,2018-04-19 19:50:28,He'll definitely be hungry
CrownUncrowned,2018-04-19 19:50:13,Remember everyone it's 420 Eve. Leave some milk and cookies out for Snoop Dogg.
CrownUncrowned,2018-04-11 19:05:55,Don't call yourself #TeamDoc if your tier list doesn't look like thispic.twitter.com/NXrkbMnYVY
CrownUncrowned,2018-04-11 16:21:08,Now that Smash 5 is around the corner people are finally figuring out this game. https://twitter.com/helmetssb/status/984164142583091206 ...
CrownUncrowned,2018-04-11 16:19:51,I am now a proud member of #TeamDoc the only crew in the scene that recognizes Doctor Mario as the objective best character in Smash 4. Fuck around and catch that up B oos son.
CrownUncrowned,2018-04-09 21:10:46,Dr.Tornado
CrownUncrowned,2018-04-07 18:33:19,Using sourspot hits to extend combos is the most satisfying thing in Smash 
CrownUncrowned,2018-04-03 22:20:21,Amidst all this drama I can come out and say Kingdom Hearts is overrated. 
CrownUncrowned,2018-04-01 22:55:54,Expand Doc https://twitter.com/kuroganehammer/status/980638750043590656 ...
CrownUncrowned,2018-03-31 19:44:41,@HelmetSSB you're my favorite Samus player behind icymist and @NCGARJAY
CrownUncrowned,2018-03-27 23:15:56,My super cool Samus MU Chart. I'm very inexperienced in every MU so please excuse any stupid placings pic.twitter.com/bfMdo9bE9g
CrownUncrowned,2018-03-23 22:36:51,Samus buffs I'd like to see in Smash 5:1. Jabs connecting properly and not being negative on hit at low %2. Stronger down smash3. Let my girl charge her shot in the air. All other charge moves can do it.4. Super missiles kill at high % or some kind of slight missile buff.
CrownUncrowned,2018-03-05 19:24:15,**my opponent while at shinespark %**: oh i got this free he can't possibly make this comebackMe:pic.twitter.com/hodueoEDuj
CrownUncrowned,2018-03-02 22:04:02,Ayo fuck Purolator bruh
CrownUncrowned,2018-03-01 22:36:00,I wish smash 4 Samus had melee nair and dsmash 
CrownUncrowned,2018-02-25 22:08:41,I got eliminated by a Bayo last week but honestly I think the match up is even when I'm playing well 
CrownUncrowned,2018-02-25 22:07:00,"I hate when people accuse me of ""spamming"" dash attack when I'm obviously just good at mindgames/mixups"
CrownUncrowned,2018-02-25 22:03:08,When someone complains about you shinesparking them pic.twitter.com/kywFZ50mrE
